Asset No.,SNo.,Capitalization Date,Quantity,BUn,Asset Description,ODep.Start,   Cum.acq.value,      Accum.dep.,    End book val,Life,Class,Asset Class Description,Cost Ctr,Cost Center Desc,Dept,Location,GL Account,GL Account Description,  Start book.val,   Trans.acq.val,         PlndDep,   Pld.unpl.dep., Sep.pln.ord.dep, Sep.cum.ord.dep, Sep.cum.acq.val,   Trns.ord.dep.
2470,0,8/9/1996,1,PC,"Spanner,Sledge Hammer,Size=100mm",8/9/1996,"11,272.73","-11,271.73",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-23,835.36","23,836.36",0
2471,0,8/9/1996,1,PC,"Spanner,Sledge Hammer,Size=90mm",8/9/1996,"9,090.91","-9,089.91",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-23,856.64","23,857.64",0
2472,0,8/9/1996,1,PC,"Spanner,Sledge Hammer,Size=110mm",8/9/1996,"14,000.00","-13,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-20,603.33","20,604.33",0
2469,0,9/18/1996,1,PC,Portable Vulcanizing Machine,9/18/1996,"701,477.94","-701,476.94",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,546.27","5,547.27",0
2468,0,9/30/1996,1,PC,Steel Scaffolding Plate,9/30/1996,"134,244.00","-134,243.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-15,978.09","15,979.09",0
2467,0,10/29/1996,1,PC,"Winch,Electric,Model:Silver Winch",10/29/1996,"84,713.60","-84,712.60",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-85,095.81","85,096.81",0
2466,0,11/14/1996,1,PC,Dial Gauge Indicator w/Magnet.Base,11/14/1996,"14,994.45","-14,993.45",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-28,864.44","28,865.44",0
2465,0,11/16/1996,1,PC,"Coupling Assy. Fluid,21HEM-A (32B",11/16/1996,"191,533.20","-191,532.20",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-7,988.55","7,989.55",0
2464,0,1/3/1997,1,PC,"P.Lathe Mach.,PL1100,Elec.Driven",1/3/1997,"358,844.85","-358,843.85",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-10,308.09","10,309.09",0
2462,0,1/22/1997,1,PC,"Lathe M.Chuck,Independent,M:K-123",1/22/1997,"60,106.96","-60,105.96",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-108,358.68","108,359.68",0
2463,0,1/22/1997,1,PC,"Lathe M.Chuck,Scroll,3-Jaws,K-117",1/22/1997,"37,987.21","-37,986.21",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-81,817.18","81,818.18",0
2461,0,2/14/1997,2,PC,"Coupling Hoist,Lever Block,1-1/2 Tons",2/14/1997,"15,979.09","-15,978.09",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-18,908.09","18,909.09",0
2460,0,2/18/1997,4,PC,"Chain Block, 1.5 Tons",2/18/1997,"23,836.36","-23,835.36",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-134,544.45","134,545.45",0
2458,0,2/19/1997,1,PC,"Torque Wrench,Man.Stah.NR730/20",2/19/1997,"23,857.64","-23,856.64",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-35,908.09","35,909.09",0
2459,0,2/19/1997,1,PC,"Torque Wrench,Man.Stah.73 NM/25",2/19/1997,"20,604.33","-20,603.33",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-80,617.18","80,618.18",0
2457,0,2/27/1997,1,PC,"Bit,Drill Tin-Coated Solid Carbide",2/27/1997,"5,547.27","-5,546.27",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-79,644.85","79,645.85",0
2456,0,3/10/1997,2,PC,"Coupling,Hoist,Mini Lever,1.5-Tons",3/10/1997,"15,979.09","-15,978.09",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-100,144.45","100,145.45",0
2455,0,3/25/1997,1,PC,"Tools, CLF Impeller Hub",3/25/1997,"85,096.81","-85,095.81",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-9,499.00","9,500.00",0
2452,0,5/3/1997,8,PC,"Block,Chain,3-ton.cap,Model:CB-030",5/3/1997,"108,359.68","-108,358.68",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-10,889.91","10,890.91",0
2453,0,5/3/1997,2,PC,"Block,Chain,10-ton.cap,Model:CB-10",5/3/1997,"81,818.18","-81,817.18",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-42,219.91","42,220.91",0
2454,0,5/3/1997,1,PC,"Block,Chain,5-ton.cap,Model:CB-050",5/3/1997,"18,909.09","-18,908.09",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-67,390.30","67,391.30",0
2451,0,5/29/1997,1,PC,"Hydraulic Nut, HMV30;Maker:SKF",5/29/1997,"35,909.09","-35,908.09",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-1,223,373.88","1,223,374.88",0
2449,0,5/31/1997,6,PC,"Hoist,Lever,1.5T;Lift:3M;LBO15;L-4",5/31/1997,"80,618.18","-80,617.18",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-25,224.23","25,225.23",0
2450,0,5/31/1997,6,PC,"Hoist,Lever,1.5T,Lift:1.5M;LBO15",5/31/1997,"79,645.85","-79,644.85",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-10,862.64","10,863.64",0
2448,0,6/25/1997,8,PC,"Hoist,Lever;1.5T;Lift:1.5M;LBO15",6/25/1997,"100,145.45","-100,144.45",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-83,797.40","83,798.40",0
2446,0,8/23/1997,4,PC,"Block, Chain,5-Tons,Model:CB-050",8/23/1997,"67,391.30","-67,390.30",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-42,219.91","42,220.91",0
2447,0,8/23/1997,1,PC,Belt Edge Vulc'r.w/al.fr;M:ANEV54,8/23/1997,"1,223,374.88","-1,223,373.88",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-85,847.32","85,848.32",0
2445,0,8/25/1997,3,PC,"Pail,Dispenser Luber,Grac.M:225-914",8/25/1997,"25,225.23","-25,224.23",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-56,537.32","56,538.32",0
2444,0,9/16/1997,1,PC,Durmetal Handy Kit;2.5kg;Dur.Std.A&B,9/16/1997,"83,798.40","-83,797.40",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-25,791.80","25,792.80",0
2443,0,11/12/1997,1,PC,Pneu.Grease Pump Assy;LincMod:926,11/12/1997,"42,220.91","-42,219.91",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-175,582.60","175,583.60",0
2440,0,11/20/1997,6,PC,"Grinder,Pn.St;NH6650LW,NPK14,600RPM",11/20/1997,"85,848.32","-85,847.32",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-78,795.65","78,796.65",0
2441,0,11/20/1997,4,PC,"Grinder,Pneu.St;NH665K,NPK18,000RPM",11/20/1997,"56,538.32","-56,537.32",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-53,078.89","53,079.89",0
2442,0,11/20/1997,4,PC,"Cutter,Wire Rope;16mmcut.cap;900mmL",11/20/1997,"25,792.80","-25,791.80",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,312.64","5,313.64",0
2438,0,1/22/1998,1,PC,Reducer Feeding Motor #1 PMED-12DA13,1/22/1998,"10,316.86","-10,315.86",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-10,315.86","10,316.86",0
2439,0,1/22/1998,1,PC,#37 Box Composition Remote Control 20-1261,1/22/1998,"5,043.80","-5,042.80",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,042.80","5,043.80",0
2436,0,3/9/1998,1,PC,Pump Assy Lower PN:800-366,3/9/1998,"12,600.00","-12,599.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-12,599.00","12,600.00",0
2437,0,3/9/1998,2,PC,Plunger PN:801-201,3/9/1998,"12,000.00","-11,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-11,999.00","12,000.00",0
2434,0,3/25/1998,3,PC,Grinder Portable Straight Makita,3/25/1998,"28,036.36","-28,035.36",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-28,035.36","28,036.36",0
2435,0,3/25/1998,5,PC,Grinder Portable Medium,3/25/1998,"29,545.45","-29,544.45",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-29,544.45","29,545.45",0
2433,0,4/16/1998,2,PC,Prime Cut Ultrathermic Gas Cutting,4/16/1998,"53,829.09","-53,828.09",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-53,828.09","53,829.09",0
2432,0,5/3/1998,2,PC,Block Wire Rope Double 4.5T,5/3/1998,"43,636.36","-43,635.36",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-43,635.36","43,636.36",0
2431,0,6/5/1998,1,PC,Gun and Cable Assy for Teromatic,6/5/1998,"33,245.45","-33,244.45",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-33,244.45","33,245.45",0
2430,0,6/15/1998,1,PC,Snatchblock HD All Purpose,6/15/1998,"22,727.27","-22,726.27",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-22,726.27","22,727.27",0
2429,0,7/11/1998,4,PC,Socket Wrench 1/2 8MM-36MM,7/11/1998,"24,945.45","-24,944.45",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-11,962.64","11,963.64",0
2428,0,7/20/1998,3,PC,Prime Cut Ultrathermic Gas Cutting,7/20/1998,"80,743.64","-80,742.64",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,980.82","5,981.82",0
2427,0,7/30/1998,2,PC,"Snatchblock, wire rope 6.5T cap.",7/30/1998,"40,476.36","-40,475.36",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,980.82","5,981.82",0
2426,0,9/11/1998,1,PC,Mits. 6DR5 Engine/K65 engine/6DR14,9/11/1998,"47,272.73","-47,271.73",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,980.82","5,981.82",0
2425,0,4/26/1999,1,PC,O-Ring Sizing Cone w/ PI tape,4/26/1999,"5,454.55","-5,453.55",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,889.91","5,890.91",0
2424,0,4/27/1999,1,PC,Calipher Digital Stainless Steel,4/27/1999,"7,727.27","-7,726.27",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-24,944.45","24,945.45",0
2423,0,4/29/1999,1,PC,Aircompressor EnergyAir,4/29/1999,"80,909.09","-80,908.09",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-17,226.27","17,227.27",0
2422,0,8/27/1999,1,PC,Gun and Cable Assy for Teromatic,8/27/1999,"57,968.18","-57,967.18",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-80,742.64","80,743.64",0
2665,0,8/27/1999,1,PC,Elec.Planner 4 Makita Brand,8/27/1999,"8,181.82","-8,180.82",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-40,475.36","40,476.36",0
2664,0,8/30/1999,1,PC,"Threader Assy, Pipe 3",8/30/1999,"7,600.00","-7,599.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,449.00","5,450.00",0
2421,0,12/31/1999,,,Ultrasonic Thickness Gauge,12/31/1999,"65,584.00","-65,584.00",0,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-6,071.73","6,072.73",0
2663,0,3/14/2000,1,PC,Jack Hammer w/ pointed blade,3/14/2000,"51,636.36","-51,635.36",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-47,271.73","47,272.73",0
2420,0,3/21/2000,1,PC,Piston Tools Set#8,3/21/2000,"11,747.08","-11,746.08",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,DGEN,164500,Tools and Equipment,1,0,0,0,0,"-9,435.36","9,436.36",0
2417,0,9/21/2000,2,PC,Block Chain 2-ton cap.,9/21/2000,"17,443.18","-17,442.18",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-12,026.27","12,027.27",0
2418,0,9/21/2000,4,PC,Block Chain 3-ton cap.,9/21/2000,"56,811.76","-56,810.76",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-5,453.55","5,454.55",0
2419,0,9/21/2000,1,PC,Block Chain 5-ton cap.,9/21/2000,"22,727.27","-22,726.27",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-7,726.27","7,727.27",0
2416,0,9/28/2000,4,PC,Coupling Hoist Lever Block 1 1/2 ton cap.,9/28/2000,"43,072.73","-43,071.73",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-80,908.09","80,909.09",0
2415,0,10/4/2000,1,PC,Chain Block 10T cap,10/4/2000,"40,909.09","-40,908.09",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,"-79,090.92",0,0,0,"-105,453.55","105,454.55","79,090.92"
2413,0,10/19/2000,2,PC,Chain Block 3T cap,10/19/2000,"28,405.88","-28,404.88",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-57,967.18","57,968.18",0
2414,0,10/19/2000,1,PC,Chain Block 5T cap,10/19/2000,"45,454.55","-45,453.55",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-8,180.82","8,181.82",0
2272,0,5/11/2001,1,PC,Plasma Torch Head,5/1/2001,"32,812.00","-32,811.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-7,599.00","7,600.00",0
2269,0,7/23/2001,1,PC,POSI Lock Hydraulic Grip Puller,8/1/2001,"73,636.36","-73,635.36",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,0,0,0,0,0,"-65,584.00","65,584.00",0
2264,0,10/26/2001,1,PC,Magnetic base accelator for SKF,11/1/2001,"14,545.45","-14,544.45",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-7,726.27","7,727.27",0
2287,0,1/31/2002,1,PC,Demolition Hammer BH40F,2/1/2002,"15,627.27","-15,626.27",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-15,453.55","15,454.55",0
2286,0,2/27/2002,1,PC,Hand Tap M48,3/1/2002,"8,181.82","-8,180.82",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-51,635.36","51,636.36",0
2284,0,3/6/2002,1,PC,Separator Model U53T3,3/1/2002,"61,027.27","-61,026.27",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-11,746.08","11,747.08",0
2285,0,3/6/2002,1,PC,Pulling Kit Model U-53J1,3/1/2002,"21,157.27","-21,156.27",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,0,0,0,0,0,"-22,197.56","22,197.56",0
2282,0,4/23/2002,2,PC,Pneumatic Grease Pump,5/1/2002,"170,940.00","-170,939.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,0,0,0,0,0,"-22,197.56","22,197.56",0
2279,0,10/8/2002,2,PC,Chain Block 15ton cap,10/1/2002,"263,636.36","-263,635.36",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-10,109.52","10,110.52",0
2294,0,9/30/2003,1,PC,Calipher Digital,10/1/2003,"7,609.09","-7,608.09",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-34,472.60","34,473.60",0
2292,0,10/22/2003,3,PC,Ultrasonic Thickness Gauge,11/1/2003,"169,740.00","-169,739.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-52,885.36","52,886.36",0
2325,0,3/19/2004,5,PC,Dial Gauge Indicator,4/1/2004,"59,090.91","-59,089.91",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-8,280.64","8,281.64",0
2323,0,3/30/2004,2,PC,Drill Bit 50mm Dormer,4/1/2004,"20,000.00","-19,999.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-17,442.18","17,443.18",0
2327,0,3/31/2004,1,PC,Portable Electric Mixer,4/1/2004,"20,250.00","-20,249.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-56,810.76","56,811.76",0
2321,0,4/6/2004,3,PC,Infrared Thermometer (non-contact),4/1/2004,"63,477.27","-63,476.27",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-22,726.27","22,727.27",0
2326,0,4/13/2004,2,PC,Drill Bit 45mm Dormer,4/1/2004,"12,512.73","-12,511.73",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-43,071.73","43,072.73",0
2314,0,6/1/2004,1,PC,Gun & Cable Assy for Teromatic,6/1/2004,"31,818.18","-31,817.18",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-40,908.09","40,909.09",0
2315,0,6/14/2004,1,PC,Upgraded Laser Shaft Alignment Tool,6/1/2004,"870,845.11","-870,845.11",0,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-7,862.64","7,863.64",0
2306,0,10/27/2004,4,PC,"Magnetic Stand, Universal #7015",11/1/2004,"43,378.18","-43,377.18",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-28,404.88","28,405.88",0
2333,0,1/12/2005,1,PC,Repair Kit for Pneumatic Grease Pump,1/1/2005,"48,225.45","-48,224.45",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-45,453.55","45,454.55",0
2332,0,4/14/2005,1,PC,Gun & Cable Assy-for Teromatic,4/1/2005,"38,636.36","-38,635.36",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-6,789.00","6,790.00",0
2337,0,6/21/2006,,,Maintenance tools,7/1/2006,"28,628.13","-28,627.13",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-32,811.00","32,812.00",0
2336,0,7/19/2006,2,PC,Gun and Cable Assy for Teromatic,8/1/2006,"75,892.86","-75,891.86",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-75,555.32","75,556.32",0
2338,0,9/8/2006,1,PC,Portable Grease Gun Battery Operated,9/1/2006,"18,571.43","-18,570.43",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-73,635.36","73,636.36",0
2341,0,10/2/2006,5,PC,Hydraulic Jack Brand:Hydrotec,10/1/2006,"450,866.89","-450,865.89",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-7,271.73","7,272.73",0
2340,0,10/12/2006,2,PC,"Valve, High Pressure Model 740",10/1/2006,"30,357.14","-30,356.14",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-14,544.45","14,545.45",0
2339,0,10/14/2006,2,PC,"Blower, Handheld Portable Electric",10/1/2006,"15,500.00","-15,499.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-15,626.27","15,627.27",0
2350,0,9/30/2008,,,Installer Huck Bolt (Maintenance tools),10/1/2008,"1,150,892.86","-1,150,891.86",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-8,180.82","8,181.82",0
2895,0,3/31/2012,1,UN,"GRINDER,ANGLE 125MMDIA MODEL:9005B (MEC)",4/1/2012,"9,960.00","-9,959.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-61,026.27","61,027.27",0
2896,0,3/31/2012,1,UN,"GRINDER,ANGLE 125MMDIA MODEL:9005B (MEC)",4/1/2012,"9,960.00","-9,959.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-21,156.27","21,157.27",0
2931,0,8/31/2012,1,PC,"COUPLING HOIST, LEVERBLOCK 1-1/12TON (MEC)",9/1/2012,"5,491.07","-5,490.07",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-170,939.00","170,940.00",0
2932,0,8/31/2012,1,PC,"COUPLING HOIST, LEVERBLOCK 1-1/12TON (MEC)",9/1/2012,"5,491.07","-5,490.07",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-43,899.00","43,900.00",0
2933,0,8/31/2012,1,PC,"COUPLING HOIST, LEVERBLOCK 1-1/12TON (MEC)",9/1/2012,"5,491.07","-5,490.07",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,0,0,0,0,0,"-33,314.56","33,314.56",0
2934,0,8/31/2012,1,PC,"COUPLING HOIST, LEVERBLOCK 1-1/12TON (MEC)",9/1/2012,"5,491.08","-5,490.08",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-263,635.36","263,636.36",0
2961,0,12/31/2012,1,PC,"HAMMER, SLEDGE, PROTO USA 1437-G, SIZE 32 (MECH)",12/1/2012,"5,658.00","-5,657.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-12,708.09","12,709.09",0
2962,0,12/31/2012,1,PC,"WRENCH, SLEDGE HAMMER RING-END, 32 MM (MECH)",12/1/2012,"5,837.00","-5,836.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-31,942.64","31,943.64",0
2963,0,12/31/2012,1,PC,"WRENCH, SLEDGE HAMMER RING-END, 36 MM (MECH)",12/1/2012,"6,735.00","-6,734.00",1,005/000,10700040,FOH-Tools and equipment,33000,MECHANICAL,MEC,MECH,164500,Tools and Equipment,1,0,0,0,0,"-70,702.21","70,703.21",0
